Track Name @0 0ms C0 T0 [ control track ]
Text @0 0ms C0 T0 [ creator:  ]
Text @0 0ms C0 T0 [ GNU LilyPond 2.14.2            ]
Time Signature @0 0ms C0 T0 [ 4/4  metro: 18  32nds: 8 ]
Set Tempo @0 0ms C0 T0 [ mpqn: 750000 tempo: 80 ]
Program Change @0 0ms C0 T1 [ 0x28 ]
Instrument Name @0 0ms C0 T1 [ violin ]
Note On @33120 64687ms C2 T3 [ E-6(76) 0 ]
Note On @33120 64687ms C2 T3 [ D-6(74) 90 ]
Note On @33216 64875ms C0 T1 [ B-5(71) 0 ]
Note On @33216 64875ms C0 T1 [ A-5(69) 90 ]
Note On @33216 64875ms C2 T3 [ D-6(74) 0 ]
Note On @33216 64875ms C2 T3 [ C-6(72) 90 ]
Note On @33312 65062ms C2 T3 [ C-6(72) 0 ]
Note On @33312 65062ms C2 T3 [ B-5(71) 90 ]
Note On @33408 65250ms C0 T1 [ A-5(69) 0 ]
Note On @33408 65250ms C0 T1 [ F-5(65) 90 ]
Note On @33408 65250ms C2 T3 [ B-5(71) 0 ]
Note On @33408 65250ms C2 T3 [ A-5(69) 90 ]
Note On @33600 65625ms C0 T1 [ F-5(65) 0 ]
Note On @33600 65625ms C0 T1 [ A-5(69) 90 ]
Note On @33600 65625ms C2 T3 [ A-5(69) 0 ]
Note On @33600 65625ms C2 T3 [ C-6(72) 90 ]
Note On @33792 66000ms C0 T1 [ A-5(69) 0 ]
Note On @33792 66000ms C0 T1 [ F-5(65) 90 ]
Note On @33792 66000ms C1 T2 [ C-5(60) 0 ]
Note On @33792 66000ms C1 T2 [ E-5(64) 0 ]
Note On @33792 66000ms C1 T2 [ G-5(67) 0 ]
Note On @33792 66000ms C1 T2 [ F-5(65) 90 ]
Note On @33792 66000ms C1 T2 [ A-5(69) 90 ]
Note On @33792 66000ms C1 T2 [ C-6(72) 90 ]
Note On @33792 66000ms C2 T3 [ C-6(72) 0 ]
Note On @33792 66000ms C2 T3 [ F-6(77) 90 ]
Note On @33888 66187ms C2 T3 [ F-6(77) 0 ]
Note On @33888 66187ms C2 T3 [ G-6(79) 90 ]
Note On @33984 66375ms C0 T1 [ F-5(65) 0 ]
Note On @33984 66375ms C0 T1 [ D-5(62) 90 ]
Note On @33984 66375ms C2 T3 [ G-6(79) 0 ]
Note On @33984 66375ms C2 T3 [ A-6(81) 90 ]
Note On @34080 66562ms C2 T3 [ A-6(81) 0 ]
Note On @34080 66562ms C2 T3 [ G-6(79) 90 ]
Note On @34176 66750ms C0 T1 [ D-5(62) 0 ]
Note On @34176 66750ms C0 T1 [ E-5(64) 90 ]
Note On @34176 66750ms C2 T3 [ G-6(79) 0 ]
Note On @34176 66750ms C2 T3 [ F-6(77) 90 ]
Note On @34272 66937ms C2 T3 [ F-6(77) 0 ]
Note On @34272 66937ms C2 T3 [ E-6(76) 90 ]
Note On @34368 67125ms C0 T1 [ E-5(64) 0 ]
Note On @34368 67125ms C0 T1 [ F-5(65) 90 ]
Note On @34368 67125ms C2 T3 [ E-6(76) 0 ]
Note On @34368 67125ms C2 T3 [ D-6(74) 90 ]
Note On @34464 67312ms C2 T3 [ D-6(74) 0 ]
Note On @34464 67312ms C2 T3 [ C-6(72) 90 ]
Note On @34560 67500ms C0 T1 [ F-5(65) 0 ]
Note On @34560 67500ms C0 T1 [ G-5(67) 90 ]
Note On @34560 67500ms C2 T3 [ C-6(72) 0 ]
Note On @34560 67500ms C2 T3 [ B-5(71) 90 ]
Note On @34656 67687ms C2 T3 [ B-5(71) 0 ]
Note On @34656 67687ms C2 T3 [ C-6(72) 90 ]
Note On @34752 67875ms C0 T1 [ G-5(67) 0 ]
Note On @34752 67875ms C0 T1 [ F-5(65) 90 ]
Note On @34752 67875ms C2 T3 [ C-6(72) 0 ]
Note On @34752 67875ms C2 T3 [ D-6(74) 90 ]
Note On @34848 68062ms C2 T3 [ D-6(74) 0 ]
Note On @34848 68062ms C2 T3 [ E-6(76) 90 ]
Note On @34944 68250ms C0 T1 [ F-5(65) 0 ]
Note On @34944 68250ms C0 T1 [ E-5(64) 90 ]
Note On @34944 68250ms C2 T3 [ E-6(76) 0 ]
Note On @34944 68250ms C2 T3 [ F-6(77) 90 ]
Note On @35136 68625ms C2 T3 [ F-6(77) 0 ]
Note On @35136 68625ms C2 T3 [ E-6(76) 90 ]
Note On @35328 69000ms C0 T1 [ E-5(64) 0 ]
Note On @35328 69000ms C0 T1 [ C-6(72) 90 ]
Note On @35328 69000ms C1 T2 [ F-5(65) 0 ]
Note On @35328 69000ms C1 T2 [ A-5(69) 0 ]
Note On @35328 69000ms C1 T2 [ C-6(72) 0 ]
Note On @35328 69000ms C1 T2 [ E-5(64) 90 ]
Note On @35328 69000ms C1 T2 [ G-5(67) 90 ]
Note On @35328 69000ms C1 T2 [ B-5(71) 90 ]
Note On @35328 69000ms C2 T3 [ E-6(76) 0 ]
Note On @35328 69000ms C2 T3 [ E-6(76) 90 ]
Note On @35424 69187ms C2 T3 [ E-6(76) 0 ]
Note On @35424 69187ms C2 T3 [ F-6(77) 90 ]
Note On @35520 69375ms C0 T1 [ C-6(72) 0 ]
Note On @35520 69375ms C0 T1 [ B-5(71) 90 ]
Note On @35520 69375ms C2 T3 [ F-6(77) 0 ]
Note On @35520 69375ms C2 T3 [ G-6(79) 90 ]
Note On @35616 69562ms C2 T3 [ G-6(79) 0 ]
Note On @35616 69562ms C2 T3 [ F-6(77) 90 ]
Note On @35712 69750ms C0 T1 [ B-5(71) 0 ]
Note On @35712 69750ms C0 T1 [ A-5(69) 90 ]
Note On @35712 69750ms C2 T3 [ F-6(77) 0 ]
Note On @35712 69750ms C2 T3 [ E-6(76) 90 ]
Note On @35808 69937ms C2 T3 [ E-6(76) 0 ]
Note On @35808 69937ms C2 T3 [ F-6(77) 90 ]
Note On @35904 70125ms C0 T1 [ A-5(69) 0 ]
Note On @35904 70125ms C0 T1 [ E-6(76) 90 ]
Note On @35904 70125ms C2 T3 [ F-6(77) 0 ]
Note On @35904 70125ms C2 T3 [ G-6(79) 90 ]
Note On @36000 70312ms C2 T3 [ G-6(79) 0 ]
Note On @36000 70312ms C2 T3 [ A-6(81) 90 ]
Note On @36096 70500ms C0 T1 [ E-6(76) 0 ]
Note On @36096 70500ms C0 T1 [ D-6(74) 90 ]
Note On @36096 70500ms C2 T3 [ A-6(81) 0 ]
Note On @36096 70500ms C2 T3 [ E-6(76) 90 ]
Note On @36192 70687ms C2 T3 [ E-6(76) 0 ]
Note On @36192 70687ms C2 T3 [ F-6(77) 90 ]
Note On @36288 70875ms C0 T1 [ D-6(74) 0 ]
Note On @36288 70875ms C0 T1 [ C-6(72) 90 ]
Note On @36288 70875ms C2 T3 [ F-6(77) 0 ]
Note On @36288 70875ms C2 T3 [ G-6(79) 90 ]
Note On @36384 71062ms C2 T3 [ G-6(79) 0 ]
Note On @36384 71062ms C2 T3 [ F-6(77) 90 ]
Note On @36480 71250ms C0 T1 [ C-6(72) 0 ]
Note On @36480 71250ms C0 T1 [ B-5(71) 90 ]
Note On @36480 71250ms C2 T3 [ F-6(77) 0 ]
Note On @36480 71250ms C2 T3 [ E-6(76) 90 ]
Note On @36672 71625ms C2 T3 [ E-6(76) 0 ]
Note On @36672 71625ms C2 T3 [ C-6(72) 90 ]
Note On @36864 72000ms C0 T1 [ B-5(71) 0 ]
Note On @36864 72000ms C0 T1 [ A-5(69) 90 ]
Note On @36864 72000ms C1 T2 [ E-5(64) 0 ]
Note On @36864 72000ms C1 T2 [ G-5(67) 0 ]
Note On @36864 72000ms C1 T2 [ B-5(71) 0 ]
Note On @36864 72000ms C1 T2 [ C-6(72) 90 ]
Note On @36864 72000ms C1 T2 [ G-6(79) 90 ]
Note On @36864 72000ms C1 T2 [ E-6(76) 90 ]
Note On @36864 72000ms C1 T2 [ A-5(69) 90 ]
Note On @36864 72000ms C2 T3 [ C-6(72) 0 ]
Note On @36864 72000ms C2 T3 [ A-5(69) 90 ]
Note On @37056 72375ms C2 T3 [ A-5(69) 0 ]
Note On @37056 72375ms C2 T3 [ E-6(76) 90 ]
Note On @37248 72750ms C0 T1 [ A-5(69) 0 ]
Note On @37248 72750ms C0 T1 [ E-6(76) 90 ]
Note On @37248 72750ms C2 T3 [ E-6(76) 0 ]
Note On @37248 72750ms C2 T3 [ F-6(77) 90 ]
Note On @37440 73125ms C2 T3 [ F-6(77) 0 ]
Note On @37440 73125ms C2 T3 [ E-6(76) 90 ]
Note On @37632 73500ms C0 T1 [ E-6(76) 0 ]
Note On @37632 73500ms C0 T1 [ B-5(71) 90 ]
Note On @37632 73500ms C2 T3 [ E-6(76) 0 ]
Note On @37632 73500ms C2 T3 [ G-5(67) 90 ]
Note On @37824 73875ms C0 T1 [ B-5(71) 0 ]
Note On @37824 73875ms C0 T1 [ F-6(77) 90 ]
Note On @37824 73875ms C2 T3 [ G-5(67) 0 ]
Note On @37824 73875ms C2 T3 [ D-6(74) 90 ]
Note On @38016 74250ms C0 T1 [ F-6(77) 0 ]
Note On @38016 74250ms C0 T1 [ E-6(76) 90 ]
Note On @38016 74250ms C2 T3 [ D-6(74) 0 ]
Note On @38016 74250ms C2 T3 [ E-6(76) 90 ]
Note On @38208 74625ms C2 T3 [ E-6(76) 0 ]
Note On @38208 74625ms C2 T3 [ D-6(74) 90 ]
Note On @38400 75000ms C0 T1 [ E-6(76) 0 ]
Note On @38400 75000ms C0 T1 [ C-6(72) 90 ]
Note On @38400 75000ms C1 T2 [ C-6(72) 0 ]
Note On @38400 75000ms C1 T2 [ G-6(79) 0 ]
Note On @38400 75000ms C1 T2 [ A-5(69) 0 ]
Note On @38400 75000ms C1 T2 [ E-6(76) 0 ]
Note On @38400 75000ms C1 T2 [ C-5(60) 90 ]
Note On @38400 75000ms C1 T2 [ E-5(64) 90 ]
Note On @38400 75000ms C1 T2 [ G-5(67) 90 ]
Note On @38400 75000ms C2 T3 [ D-6(74) 0 ]
Note On @38400 75000ms C2 T3 [ F-5(65) 90 ]
Note On @38592 75375ms C0 T1 [ C-6(72) 0 ]
Note On @38592 75375ms C0 T1 [ B-5(71) 90 ]
Note On @38592 75375ms C2 T3 [ F-5(65) 0 ]
Note On @38592 75375ms C2 T3 [ C-6(72) 90 ]
Note On @38784 75750ms C0 T1 [ B-5(71) 0 ]
Note On @38784 75750ms C0 T1 [ A-5(69) 90 ]
Note On @38784 75750ms C2 T3 [ C-6(72) 0 ]
Note On @38784 75750ms C2 T3 [ D-6(74) 90 ]
Note On @38976 76125ms C0 T1 [ A-5(69) 0 ]
Note On @38976 76125ms C0 T1 [ E-6(76) 90 ]
Note On @38976 76125ms C2 T3 [ D-6(74) 0 ]
Note On @38976 76125ms C2 T3 [ C-6(72) 90 ]
Note On @39168 76500ms C0 T1 [ E-6(76) 0 ]
Note On @39168 76500ms C0 T1 [ D-6(74) 90 ]
Note On @39168 76500ms C2 T3 [ C-6(72) 0 ]
Note On @39168 76500ms C2 T3 [ B-5(71) 90 ]
Note On @39360 76875ms C2 T3 [ B-5(71) 0 ]
Note On @39360 76875ms C2 T3 [ A-5(69) 90 ]
Note On @39552 77250ms C0 T1 [ D-6(74) 0 ]
Note On @39552 77250ms C0 T1 [ C-6(72) 90 ]
Note On @39552 77250ms C2 T3 [ A-5(69) 0 ]
Note On @39552 77250ms C2 T3 [ F-5(65) 90 ]
Note On @39744 77625ms C2 T3 [ F-5(65) 0 ]
Note On @39744 77625ms C2 T3 [ A-5(69) 90 ]
Note On @39936 78000ms C0 T1 [ C-6(72) 0 ]
Note On @39936 78000ms C0 T1 [ F-5(65) 90 ]
Note On @39936 78000ms C1 T2 [ C-5(60) 0 ]
Note On @39936 78000ms C1 T2 [ E-5(64) 0 ]
Note On @39936 78000ms C1 T2 [ G-5(67) 0 ]
Note On @39936 78000ms C1 T2 [ G-5(67) 90 ]
Note On @39936 78000ms C1 T2 [ B-5(71) 90 ]
Note On @39936 78000ms C1 T2 [ D-6(74) 90 ]
Note On @39936 78000ms C2 T3 [ A-5(69) 0 ]
Note On @39936 78000ms C2 T3 [ F-5(65) 90 ]
Note On @40128 78375ms C0 T1 [ F-5(65) 0 ]
Note On @40128 78375ms C0 T1 [ E-5(64) 90 ]
Note On @40128 78375ms C2 T3 [ F-5(65) 0 ]
Note On @40128 78375ms C2 T3 [ D-5(62) 90 ]
Note On @40320 78750ms C0 T1 [ E-5(64) 0 ]
Note On @40320 78750ms C0 T1 [ D-5(62) 90 ]
Note On @40320 78750ms C2 T3 [ D-5(62) 0 ]
Note On @40320 78750ms C2 T3 [ E-5(64) 90 ]
Note On @40512 79125ms C0 T1 [ D-5(62) 0 ]
Note On @40512 79125ms C0 T1 [ G-5(67) 90 ]
Note On @40512 79125ms C2 T3 [ E-5(64) 0 ]
Note On @40512 79125ms C2 T3 [ F-5(65) 90 ]
Note On @40704 79500ms C0 T1 [ G-5(67) 0 ]
Note On @40704 79500ms C0 T1 [ F-5(65) 90 ]
Note On @40704 79500ms C2 T3 [ F-5(65) 0 ]
Note On @40704 79500ms C2 T3 [ G-5(67) 90 ]
Note On @40896 79875ms C0 T1 [ F-5(65) 0 ]
Note On @40896 79875ms C0 T1 [ E-5(64) 90 ]
Note On @40896 79875ms C2 T3 [ G-5(67) 0 ]
Note On @40896 79875ms C2 T3 [ F-5(65) 90 ]
Note On @41088 80250ms C0 T1 [ E-5(64) 0 ]
Note On @41088 80250ms C0 T1 [ F-5(65) 90 ]
Note On @41088 80250ms C2 T3 [ F-5(65) 0 ]
Note On @41088 80250ms C2 T3 [ E-5(64) 90 ]
Note On @41472 81000ms C0 T1 [ F-5(65) 0 ]
Note On @41472 81000ms C0 T1 [ G-5(67) 90 ]
Note On @41472 81000ms C1 T2 [ G-5(67) 0 ]
Note On @41472 81000ms C1 T2 [ B-5(71) 0 ]
Note On @41472 81000ms C1 T2 [ D-6(74) 0 ]
Note On @41472 81000ms C1 T2 [ E-5(64) 90 ]
Note On @41472 81000ms C1 T2 [ G-5(67) 90 ]
Note On @41472 81000ms C1 T2 [ B-5(71) 90 ]
Note On @41472 81000ms C2 T3 [ E-5(64) 0 ]
Note On @41472 81000ms C2 T3 [ C-6(72) 90 ]
Note On @41664 81375ms C0 T1 [ G-5(67) 0 ]
Note On @41664 81375ms C0 T1 [ A-5(69) 90 ]
Note On @41664 81375ms C2 T3 [ C-6(72) 0 ]
Note On @41664 81375ms C2 T3 [ B-5(71) 90 ]
Note On @41856 81750ms C0 T1 [ A-5(69) 0 ]
Note On @41856 81750ms C0 T1 [ B-5(71) 90 ]
Note On @41856 81750ms C2 T3 [ B-5(71) 0 ]
Note On @41856 81750ms C2 T3 [ A-5(69) 90 ]
Note On @42048 82125ms C0 T1 [ B-5(71) 0 ]
Note On @42048 82125ms C0 T1 [ C-6(72) 90 ]
Note On @42048 82125ms C2 T3 [ A-5(69) 0 ]
Note On @42048 82125ms C2 T3 [ E-6(76) 90 ]
Note On @42240 82500ms C0 T1 [ C-6(72) 0 ]
Note On @42240 82500ms C0 T1 [ B-5(71) 90 ]
Note On @42240 82500ms C2 T3 [ E-6(76) 0 ]
Note On @42240 82500ms C2 T3 [ D-6(74) 90 ]
Note On @42432 82875ms C2 T3 [ D-6(74) 0 ]
Note On @42432 82875ms C2 T3 [ C-6(72) 90 ]
Note On @42624 83250ms C0 T1 [ B-5(71) 0 ]
Note On @42624 83250ms C0 T1 [ A-5(69) 90 ]
Note On @42624 83250ms C2 T3 [ C-6(72) 0 ]
Note On @42624 83250ms C2 T3 [ B-5(71) 90 ]
Note On @43008 84000ms C0 T1 [ A-5(69) 0 ]
Note On @43008 84000ms C1 T2 [ E-5(64) 0 ]
Note On @43008 84000ms C1 T2 [ G-5(67) 0 ]
Note On @43008 84000ms C1 T2 [ B-5(71) 0 ]
Note On @43008 84000ms C2 T3 [ B-5(71) 0 ]
Note On @43008 84000ms C2 T3 [ A-5(69) 90 ]
Note On @43392 84750ms C2 T3 [ A-5(69) 0 ]
Note On @43392 84750ms C2 T3 [ E-6(76) 90 ]
Note On @43776 85500ms C2 T3 [ E-6(76) 0 ]
Note On @43776 85500ms C2 T3 [ B-5(71) 90 ]
Note On @43968 85875ms C2 T3 [ B-5(71) 0 ]
Note On @43968 85875ms C2 T3 [ F-6(77) 90 ]
Note On @44160 86250ms C2 T3 [ F-6(77) 0 ]
Note On @44160 86250ms C2 T3 [ E-6(76) 90 ]
Note On @44544 87000ms C2 T3 [ E-6(76) 0 ]
Note On @44544 87000ms C2 T3 [ C-6(72) 90 ]
Note On @44736 87375ms C2 T3 [ C-6(72) 0 ]
Note On @44736 87375ms C2 T3 [ B-5(71) 90 ]
Note On @44928 87750ms C2 T3 [ B-5(71) 0 ]
Note On @44928 87750ms C2 T3 [ A-5(69) 90 ]
Note On @45120 88125ms C2 T3 [ A-5(69) 0 ]
Note On @45120 88125ms C2 T3 [ E-6(76) 90 ]
Note On @45312 88500ms C2 T3 [ E-6(76) 0 ]
Note On @45312 88500ms C2 T3 [ D-6(74) 90 ]
Note On @45696 89250ms C2 T3 [ D-6(74) 0 ]
Note On @45696 89250ms C2 T3 [ C-6(72) 90 ]
Note On @46080 90000ms C2 T3 [ C-6(72) 0 ]
Note On @46080 90000ms C2 T3 [ F-5(65) 90 ]
Note On @46272 90375ms C2 T3 [ F-5(65) 0 ]
Note On @46272 90375ms C2 T3 [ E-5(64) 90 ]
Note On @46464 90750ms C2 T3 [ E-5(64) 0 ]
Note On @46464 90750ms C2 T3 [ D-5(62) 90 ]
Note On @46656 91125ms C2 T3 [ D-5(62) 0 ]
Note On @46656 91125ms C2 T3 [ G-5(67) 90 ]
Note On @46848 91500ms C2 T3 [ G-5(67) 0 ]
Note On @46848 91500ms C2 T3 [ F-5(65) 90 ]
Note On @47040 91875ms C2 T3 [ F-5(65) 0 ]
Note On @47040 91875ms C2 T3 [ E-5(64) 90 ]
Note On @47232 92250ms C2 T3 [ E-5(64) 0 ]
Note On @47232 92250ms C2 T3 [ F-5(65) 90 ]
Note On @47616 93000ms C2 T3 [ F-5(65) 0 ]
Note On @47616 93000ms C2 T3 [ G-5(67) 90 ]
Note On @47808 93375ms C2 T3 [ G-5(67) 0 ]
Note On @47808 93375ms C2 T3 [ A-5(69) 90 ]
Note On @48000 93750ms C2 T3 [ A-5(69) 0 ]
Note On @48000 93750ms C2 T3 [ B-5(71) 90 ]
Note On @48192 94125ms C2 T3 [ B-5(71) 0 ]
Note On @48192 94125ms C2 T3 [ C-6(72) 90 ]
Note On @48384 94500ms C2 T3 [ C-6(72) 0 ]
Note On @48384 94500ms C2 T3 [ B-5(71) 90 ]
Note On @48768 95250ms C2 T3 [ B-5(71) 0 ]
Note On @48768 95250ms C2 T3 [ A-5(69) 90 ]
Note On @49152 96000ms C2 T3 [ A-5(69) 0 ]
End of Track @49153 96001ms C0 T0
